entrada,salida
cage es conocido principalmente por su composición de 4 33 tres movimientos que se interpretan sin tocar una sola nota otra famosa creación de cage es el piano preparado para el que escribió numerosas obras relacionadas con la danza y varias piezas para concierto,"Cage es conocido principalmente por su composición de 4 33 , tres movimientos que se interpretan sin tocar una sola nota. Otra famosa creación de Cage es el piano preparado, para el que escribió numerosas obras relacionadas con la danza y varias piezas para concierto"
en palabras de david cope la micropolifonía se trata de una simultaneidad de diferentes líneas ritmos y timbres la técnica fue desarrollada por gy rgy ligeti quien la explicó así la compleja polifonía de las voces individuales está enmarcada en un flujo armónico-musical en el que las armonías no cambian súbitamente sino que se van convirtiendo en otras una combinación interválica discernible es gradualmente haciéndose borrosa y de esta nubosidad es posible sentir que una nueva combinación interválica está tomando forma,"En palabras de David Cope la micropolifonía se trata de una simultaneidad de diferentes líneas, ritmos y timbres . La técnica fue desarrollada por Gy rgy Ligeti, quien la explicó así La compleja polifonía de las voces individuales está enmarcada en un flujo armónico-musical, en el que las armonías no cambian súbitamente, sino que se van convirtiendo en otras una combinación interválica discernible es gradualmente haciéndose borrosa, y de esta nubosidad es posible sentir que una nueva combinación interválica está tomando forma ."
intrínsecamente relacionada con la micropolifonía esta la masa de sonido o masa sonora que es una textura musical cuya composición en contraste con otras texturas más tradicionales minimiza la importancia de las alturas musicales individuales para preferir la textura el timbre y la dinámica como principales formadores del gesto y el impacto,"Intrínsecamente relacionada con la micropolifonía esta la masa de sonido o masa sonora que es una textura musical cuya composición, en contraste con otras texturas más tradicionales, minimiza la importancia de las alturas musicales individuales para preferir la textura, el timbre y la dinámica como principales formadores del gesto y el impacto ."
desde la llegada del cine sonoro a finales de la década de los 1920 la música ha cumplido un rol crucial en la industria y el arte del cine,"Desde la llegada del cine sonoro a finales de la década de los 1920, la música ha cumplido un rol crucial en la industria y el arte del cine."
muchos de los grandes compositores que vivieron en esa primera época tales como los rusos prokófiev y shostakóvich incursionaron también en esta área posteriormente hubo numerosos compositores que dedicaron su carrera total o mayormente a trabajar a través del cine,"Muchos de los grandes compositores que vivieron en esa primera época, tales como los rusos Prokófiev y Shostakóvich, incursionaron también en esta área. Posteriormente, hubo numerosos compositores que dedicaron su carrera total o mayormente a trabajar a través del cine."
dentro de los compositores de música de cine se encuentran max steiner erich wolfgang korngold bernard herrmann john williams howard shore y henry mancini,"Dentro de los compositores de música de cine se encuentran Max Steiner, Erich Wolfgang Korngold, Bernard Herrmann, John Williams, Howard Shore y Henry Mancini."
poliestilismo también llamado eclecticismo es el uso de múltiples estilos o técnicas musicales y es considerado una característica posmoderna que comienza a finales del siglo xx y se acentúa en el siglo xxi,"Poliestilismo también llamado eclecticismo es el uso de múltiples estilos o técnicas musicales, y es considerado una característica posmoderna que comienza a finales del siglo XX y se acentúa en el siglo XXI."
compositores poliestilísticos son por ejemplo lera auerbach luciano berio william bolcom sofia gubaidulina hans werner henze george rochberg arturo rodas magaly ruiz frederic rzewski alfred schnittke su sinfonía n 1 que recurre notablemente a la cita es una de las cumbres indiscutibles del estilo dmitri silnitsky valentín silvestrov santiago sosa rolón ezequiel viñao frank zappa o john zorn,"Compositores poliestilísticos son, por ejemplo, Lera Auerbach, Luciano Berio, William Bolcom, Sofia Gubaidulina, Hans Werner Henze, George Rochberg, Arturo Rodas, Magaly Ruiz, Frederic Rzewski, Alfred Schnittke su Sinfonía n. 1, que recurre notablemente a la cita, es una de las cumbres indiscutibles del estilo , Dmitri Silnitsky, Valentín Silvestrov, Santiago Sosa Rolón, Ezequiel Viñao, Frank Zappa o John Zorn."
el espectralismo es un género musical originado en francia en la década de los sesenta alrededor de un grupo de compositores agrupados en torno al ensemble l'itinéraire gérard grisey tristan murail y hughes dufourt,"El espectralismo es un género musical originado en Francia en la década de los sesenta alrededor de un grupo de compositores agrupados en torno al Ensemble l'Itinéraire Gérard Grisey, Tristan Murail y Hughes Dufourt ."
la música espectral en un sentido restrictivo se basa principalmente en el descubrimiento de la naturaleza del timbre musical y en la descomposición espectral del sonido musical en el origen de la percepción del timbre,"La música espectral, en un sentido restrictivo, se basa principalmente en el descubrimiento de la naturaleza del timbre musical y en la descomposición espectral del sonido musical, en el origen de la percepción del timbre."
el movimiento se ha ido ensanchando e influye en las más importantes tendencias contemporáneas de composición y en muchos de los compositores más jóvenes philippe hurel philippe leroux marc-andré dalbavie jean-luc hervé fabien lévy o thierry blondeau en francia kaija saariaho o magnus lindberg en finlandia george benjamin o julian anderson en el reino unido marco stroppa en italia georg friedrich haas en austria y joshua fineberg en ee uu por citar algunos y como en el caso del impresionismo y muchos otros estilos musicales aquellos compositores cuya música se considera espectral no aceptan generalmente tal denominación,"El movimiento se ha ido ensanchando e influye en las más importantes tendencias contemporáneas de composición y en muchos de los compositores más jóvenes Philippe Hurel, Philippe Leroux, Marc-André Dalbavie, Jean-Luc Hervé, Fabien Lévy o Thierry Blondeau, en Francia Kaija Saariaho o Magnus Lindberg en Finlandia George Benjamin o Julian Anderson en el Reino Unido Marco Stroppa en Italia Georg Friedrich Haas en Austria y Joshua Fineberg, en EE. UU., por citar algunos. Y como en el caso del impresionismo y muchos otros estilos musicales, aquellos compositores cuya música se considera espectral no aceptan generalmente tal denominación."
la nueva simplicidad fue una tendencia estilística surgida entre algunos de los componentes de la generación más joven de compositores alemanes de comienzos de los ochenta del siglo xx y que supuso una reacción no solamente contra la vanguardia musical europea de las décadas de los cincuenta y sesenta sino también contra la más amplia tendencia hacia la objetividad de comienzos de siglo,"La Nueva Simplicidad fue una tendencia estilística surgida entre algunos de los componentes de la generación más joven de compositores alemanes de comienzos de los ochenta del siglo XX, y que supuso una reacción no solamente contra la vanguardia musical europea de las décadas de los cincuenta y sesenta, sino también contra la más amplia tendencia hacia la objetividad de comienzos de siglo."
en general estos compositores propugnaron una inmediatez entre el impulso creativo y su resultado musical en contraste con la elaborada planificación precompositiva característica del vanguardismo con la intención de crear una comunicación más fácil con las audiencias en algunos casos ello significó una vuelta al lenguaje tonal del siglo xix y en otros significó trabajar con texturas más simples o el empleo de armonías triádicas en contextos no tonales de entre los compositores identificados de una forma más cercana con este movimiento solamente wolfgang rihm ha conseguido una reputación significativa fuera de alemania algunas de sus obras más famosas son jakob lenz 1978 edipo primera representación en 1987 y gesungene zeit para violín y orquesta 1992 entre sus discípulos más importantes se encuentra la inglesa rebecca saunders,"En general, estos compositores propugnaron una inmediatez entre el impulso creativo y su resultado musical en contraste con la elaborada planificación precompositiva característica del vanguardismo , con la intención de crear una comunicación más fácil con las audiencias. En algunos casos, ello significó una vuelta al lenguaje tonal del siglo XIX y en otros significó trabajar con texturas más simples o el empleo de armonías triádicas en contextos no tonales. De entre los compositores identificados de una forma más cercana con este movimiento, solamente Wolfgang Rihm ha conseguido una reputación significativa fuera de Alemania. Algunas de sus obras más famosas son Jakob Lenz 1978 , Edipo primera representación en 1987 y Gesungene Zeit, para violín y orquesta 1992 . Entre sus discípulos más importantes se encuentra la inglesa Rebecca Saunders."
